,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating
7145,4/1/2019,1069,36,1,C6,0,55834,12/10/2018,,2,2,242500,2
7146,5/1/2019,1069,36,1,C6,0,55834,12/10/2018,,2,2,315130,2
7147,6/1/2019,1069,36,1,C6,0,55834,12/10/2018,,2,2,0,2
7148,7/1/2019,1069,36,1,C6,0,55834,12/10/2018,28/06/19,2,2,0,1
7149,6/1/2020,1070,33,0,C8,2,101638,6/2/2020,,3,3,0,1
7150,7/1/2020,1070,33,0,C8,2,101638,6/2/2020,,3,3,129920,1
7151,8/1/2020,1070,33,0,C8,2,101638,6/2/2020,,3,3,0,1
7152,9/1/2020,1070,33,0,C8,2,101638,6/2/2020,,3,3,0,1
7153,10/1/2020,1070,33,0,C8,2,101638,6/2/2020,,3,3,200240,2
7154,11/1/2020,1070,33,0,C8,2,101638,6/2/2020,,3,3,396840,2
7155,12/1/2020,1070,33,0,C8,2,101638,6/2/2020,,3,3,145600,2
7156,1/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,500510,3
7157,2/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,345500,3
7158,3/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,1398290,3
7159,4/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,101490,2
7160,5/1/2019,1072,,0,C16,2,55648,21/11/16,,1,1,0,2
7161,6/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,200000,2
7162,7/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,550930,2
7163,8/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,0,2
7164,9/1/2019,1072,26,0,C16,2,55648,21/11/16,,1,1,153140,2
7165,10/1/2019,1072,27,0,C16,2,55648,21/11/16,,1,1,750590,3
7166,11/1/2019,1072,27,0,C16,2,55648,21/11/16,,1,1,250000,3
7167,12/1/2019,1072,27,0,C16,2,55648,21/11/16,,1,1,270000,3
7168,1/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,600000,3
7169,2/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,1220000,3
7170,3/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,455400,3
7171,4/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,1022030,2
7172,5/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,0,2
7173,6/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,0,2
7174,7/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,483090,2
7175,8/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,0,2
7176,9/1/2020,1072,27,0,C16,2,55648,21/11/16,,1,1,193340,2
7177,10/1/2020,1072,28,0,C16,2,55648,21/11/16,10/12/2020,1,1,0,1
7178,8/1/2020,1073,26,0,C20,1,67149,31/07/20,,1,1,0,1
7179,9/1/2020,1073,26,0,C20,1,67149,31/07/20,,1,1,0,1
7180,10/1/2020,1073,26,0,C20,1,67149,31/07/20,,1,1,2174480,4
7181,11/1/2020,1073,26,0,C20,1,67149,31/07/20,,1,1,0,4
7182,12/1/2020,1073,26,0,C20,1,67149,31/07/20,,1,1,0,4
7183,1/1/2019,1075,39,0,C14,1,52480,27/07/18,,2,2,0,1
7184,2/1/2019,1075,40,0,C14,1,52480,27/07/18,15/02/19,2,2,0,1
7185,12/1/2019,1076,29,0,C13,1,51837,30/11/19,,1,1,0,1
7186,1/1/2020,1076,29,0,C13,1,51837,30/11/19,,1,1,0,1
7187,2/1/2020,1076,29,0,C13,1,51837,30/11/19,,1,1,150320,1
7188,3/1/2020,1076,29,0,C13,1,51837,30/11/19,,1,1,544450,1
7189,4/1/2020,1076,29,0,C13,1,51837,30/11/19,,1,1,0,2
7190,5/1/2020,1076,29,0,C13,1,51837,30/11/19,,1,1,398820,2
7191,6/1/2020,1076,29,0,C13,1,51837,30/11/19,,1,1,211700,2
7192,7/1/2020,1076,29,0,C13,1,51837,30/11/19,7/5/2020,1,1,0,1
7193,1/1/2019,1077,24,1,C3,0,42768,27/05/18,,1,1,1111480,3
7194,2/1/2019,1077,24,1,C3,0,42768,27/05/18,,1,1,1048750,3
7195,3/1/2019,1077,24,1,C3,0,42768,27/05/18,,1,1,742120,3
7196,4/1/2019,1077,24,1,C3,0,42768,27/05/18,,1,1,264400,3
7197,5/1/2019,1077,24,1,C3,0,42768,27/05/18,,1,1,388410,3
7198,6/1/2019,1077,24,1,C3,0,42768,27/05/18,,1,1,415870,3
7199,7/1/2019,1077,24,1,C3,0,42768,27/05/18,,1,1,955040,4
7200,8/1/2019,1077,25,1,C3,0,42768,27/05/18,,1,1,501240,4
7201,9/1/2019,1077,25,1,C3,0,42768,27/05/18,,1,1,1175230,4
7202,10/1/2019,1077,25,1,C3,0,42768,27/05/18,,1,1,657900,3
7203,11/1/2019,1077,25,1,C3,0,42768,27/05/18,,1,1,458550,3
7204,12/1/2019,1077,25,1,C3,0,42768,27/05/18,,1,1,201620,3
7205,1/1/2020,1077,25,1,C3,0,42768,27/05/18,,1,1,900240,3
7206,2/1/2020,1077,25,1,C3,0,42768,27/05/18,,1,1,656400,3
7207,3/1/2020,1077,25,1,C3,0,42768,27/05/18,,1,1,1121700,3
7208,4/1/2020,1077,25,1,C3,0,42768,27/05/18,,1,1,417480,3
7209,5/1/2020,1077,25,1,C3,0,42768,27/05/18,,1,1,574090,3
7210,6/1/2020,1077,25,1,C3,0,42768,27/05/18,,1,1,259160,3
7211,7/1/2020,1077,25,1,C3,0,42768,27/05/18,,1,1,626490,3
7212,8/1/2020,1077,26,1,C3,0,42768,27/05/18,,1,1,509100,3
7213,9/1/2020,1077,26,1,C3,0,42768,27/05/18,,1,1,356370,3
7214,10/1/2020,1077,26,1,C3,0,42768,27/05/18,,1,1,400670,2
7215,11/1/2020,1077,26,1,C3,0,42768,27/05/18,,1,1,406230,2
7216,12/1/2020,1077,26,1,C3,0,42768,27/05/18,,1,1,150440,2
7217,5/1/2020,1078,37,0,C25,0,31540,5/2/2020,,3,3,0,1
7218,6/1/2020,1078,37,0,C25,0,31540,5/2/2020,,3,3,0,1
7219,7/1/2020,1078,37,0,C25,0,31540,5/2/2020,,3,3,235000,2
7220,8/1/2020,1078,37,0,C25,0,31540,5/2/2020,,3,3,587780,2
7221,9/1/2020,1078,38,0,C25,0,31540,5/2/2020,,3,3,210870,2
7222,10/1/2020,1078,38,0,C25,0,31540,5/2/2020,,3,3,404180,1
7223,11/1/2020,1078,38,0,C25,0,31540,5/2/2020,,3,3,0,1
7224,12/1/2020,1078,38,0,C25,0,31540,5/2/2020,,3,3,241080,1
7225,7/1/2020,1079,40,0,C20,0,84873,28/06/20,,3,3,0,1
7226,8/1/2020,1079,40,0,C20,0,84873,28/06/20,,3,3,0,1
7227,9/1/2020,1079,40,0,C20,0,84873,28/06/20,,3,3,150660,1
7228,10/1/2020,1079,40,0,C20,0,84873,28/06/20,,3,3,0,1
7229,11/1/2020,1079,40,0,C20,0,84873,28/06/20,13/11/20,3,3,0,1
7230,1/1/2019,1080,35,0,C9,1,47594,22/10/18,,1,1,0,1
7231,2/1/2019,1080,35,0,C9,1,47594,22/10/18,,1,1,0,1
7232,3/1/2019,1080,35,0,C9,1,47594,22/10/18,,1,1,0,1
7233,5/1/2019,1080,36,0,C9,1,47594,22/10/18,,1,1,0,1
7234,6/1/2019,1080,36,0,C9,1,47594,22/10/18,,1,1,0,1
7235,7/1/2019,1080,36,0,C9,1,47594,22/10/18,,1,1,0,1
7236,8/1/2019,1080,36,0,C9,1,47594,22/10/18,22/08/19,1,1,0,1
7237,1/1/2019,1081,24,1,C5,2,55551,14/05/18,,1,1,-96960,1
7238,2/1/2019,1081,24,1,C5,2,55551,14/05/18,2/9/2019,1,1,0,1
7239,4/1/2020,1082,34,1,C27,1,35079,14/04/20,,2,2,0,1
7240,5/1/2020,1082,34,1,C27,1,35079,14/04/20,,2,2,0,1
7241,6/1/2020,1082,35,1,C27,1,35079,14/04/20,,2,2,189120,1
7242,7/1/2020,1082,35,1,C27,1,35079,14/04/20,,2,2,245280,1
7243,8/1/2020,1082,35,1,C27,1,35079,14/04/20,,2,2,0,1
7244,9/1/2020,1082,35,1,C27,1,35079,14/04/20,9/4/2020,2,2,0,1
7245,10/1/2019,1083,26,1,C28,1,60417,28/10/19,,1,1,0,1
7246,11/1/2019,1083,26,1,C28,1,60417,28/10/19,,1,1,0,1
7247,12/1/2019,1083,26,1,C28,1,60417,28/10/19,,1,1,0,1
7248,1/1/2020,1083,26,1,C28,1,60417,28/10/19,,1,1,0,1
7249,2/1/2020,1083,26,1,C28,1,60417,28/10/19,2/10/2020,1,1,0,1
7250,1/1/2019,1084,29,0,C1,2,49521,13/01/19,,1,1,0,1
7251,2/1/2019,1084,29,0,C1,2,49521,13/01/19,,1,1,120990,1
7252,3/1/2019,1084,29,0,C1,2,49521,13/01/19,,1,1,334040,1
7253,4/1/2019,1084,30,0,C1,2,49521,13/01/19,,1,1,0,1
7254,5/1/2019,1084,30,0,C1,2,49521,13/01/19,,1,1,250000,1
7255,6/1/2019,1084,30,0,C1,2,49521,13/01/19,6/7/2019,1,1,0,1
7256,1/1/2019,1085,35,1,C3,2,62637,10/10/2018,,2,2,303500,2
7257,2/1/2019,1085,35,1,C3,2,62637,10/10/2018,,2,2,1093970,2
7258,3/1/2019,1085,35,1,C3,2,62637,10/10/2018,,2,2,758310,2
7259,4/1/2019,1085,35,1,C3,2,62637,10/10/2018,,2,2,0,1
7260,5/1/2019,1085,35,1,C3,2,62637,10/10/2018,5/9/2019,2,2,0,1
7261,9/1/2020,1086,34,0,C25,1,94519,31/08/20,,2,2,0,1
7262,10/1/2020,1086,34,0,C25,1,94519,31/08/20,,2,2,0,1
7263,11/1/2020,1086,35,0,C25,1,94519,31/08/20,,2,2,0,1
7264,12/1/2020,1086,35,0,C25,1,94519,31/08/20,18/12/20,2,2,0,1
7265,8/1/2020,1087,35,0,C3,0,89854,31/07/20,,3,3,0,1
7266,9/1/2020,1087,35,0,C3,0,89854,31/07/20,,3,3,0,1
7267,10/1/2020,1087,35,0,C3,0,89854,31/07/20,,3,3,2553260,3
7268,11/1/2020,1087,35,0,C3,0,89854,31/07/20,,3,3,0,3
7269,12/1/2020,1087,35,0,C3,0,89854,31/07/20,,3,3,0,3
7270,4/1/2020,1089,37,0,C11,2,60905,4/5/2020,,1,1,0,1
7271,5/1/2020,1089,37,0,C11,2,60905,4/5/2020,,1,1,0,1
7272,6/1/2020,1089,37,0,C11,2,60905,4/5/2020,6/9/2020,1,1,0,1
7273,1/1/2019,1090,37,0,C13,0,96750,27/06/14,,2,4,1382660,3
7274,2/1/2019,1090,37,0,C13,0,96750,27/06/14,,2,4,1940660,3
7275,3/1/2019,1090,37,0,C13,0,96750,27/06/14,,2,4,9325530,3
7276,4/1/2019,1090,37,0,C13,0,96750,27/06/14,,2,4,250010,4
7277,5/1/2019,1090,37,0,C13,0,96750,27/06/14,,2,4,4221960,4
7278,6/1/2019,1090,37,0,C13,0,96750,27/06/14,,2,4,643740,4
7279,7/1/2019,1090,37,0,C13,0,96750,27/06/14,,2,4,3640000,4
7280,8/1/2019,1090,38,0,C13,0,96750,27/06/14,,2,4,7301890,4
7281,9/1/2019,1090,38,0,C13,0,96750,27/06/14,,2,4,2026900,4
7282,10/1/2019,1090,38,0,C13,0,96750,27/06/14,,2,4,1119030,2
7283,11/1/2019,1090,38,0,C13,0,96750,27/06/14,,2,4,1047110,2
7284,12/1/2019,1090,38,0,C13,0,96750,27/06/14,,2,4,822790,2
7285,1/1/2020,1090,38,0,C13,0,96750,27/06/14,,2,4,1220620,2
7286,2/1/2020,1090,38,0,C13,0,96750,27/06/14,,2,4,961680,2
7287,3/1/2020,1090,38,0,C13,0,96750,27/06/14,,2,4,5404180,2
7288,4/1/2020,1090,38,0,C13,0,96750,27/06/14,,2,4,500700,3
7289,5/1/2020,1090,38,0,C13,0,96750,27/06/14,,2,4,1980740,3
7290,6/1/2020,1090,38,0,C13,0,96750,27/06/14,,2,4,878360,3
7291,7/1/2020,1090,38,0,C13,0,96750,27/06/14,,2,4,456660,2
7292,8/1/2020,1090,39,0,C13,0,96750,27/06/14,,2,4,1035200,2
7293,9/1/2020,1090,39,0,C13,0,96750,27/06/14,,2,4,1826580,2
7294,10/1/2020,1090,39,0,C13,0,96750,27/06/14,,2,4,314800,2
7295,11/1/2020,1090,39,0,C13,0,96750,27/06/14,,2,4,562170,2
7296,12/1/2020,1090,39,0,C13,0,96750,27/06/14,,2,4,1518520,2
7297,1/1/2019,1091,30,1,C22,2,45720,1/3/2018,,1,1,1488050,4
7298,2/1/2019,1091,30,1,C22,2,45720,1/3/2018,,1,1,851510,4
7299,3/1/2019,1091,30,1,C22,2,45720,1/3/2018,,1,1,2223620,4
7300,4/1/2019,1091,30,1,C22,2,45720,1/3/2018,,1,1,868340,3
7301,5/1/2019,1091,30,1,C22,2,45720,1/3/2018,,1,1,217320,3
7302,6/1/2019,1091,30,1,C22,2,45720,1/3/2018,,1,1,102850,3
7303,7/1/2019,1091,30,1,C22,2,45720,1/3/2018,,1,1,54880,2
7304,8/1/2019,1091,31,1,C22,2,45720,1/3/2018,,1,1,95550,2
7305,9/1/2019,1091,31,1,C22,2,45720,1/3/2018,,1,1,594680,2
7306,10/1/2019,1091,31,1,C22,2,45720,1/3/2018,10/8/2019,1,1,103580,1
7307,1/1/2019,1092,29,1,C16,0,36118,2/10/2018,,1,1,250000,2
7308,2/1/2019,1092,29,1,C16,0,36118,2/10/2018,,1,1,260270,2
7309,3/1/2019,1092,29,1,C16,0,36118,2/10/2018,,1,1,829380,2
7310,4/1/2019,1092,29,1,C16,0,36118,2/10/2018,,1,1,316360,2
7311,5/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,200000,2
7312,6/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,200000,2
7313,7/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,350460,3
7314,8/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,343820,3
7315,9/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,482250,3
7316,10/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,1589000,4
7317,11/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,452940,4
7318,12/1/2019,1092,30,1,C16,0,36118,2/10/2018,,1,1,151030,4
7319,1/1/2020,1092,30,1,C16,0,36118,2/10/2018,,1,1,959820,3
7320,2/1/2020,1092,30,1,C16,0,36118,2/10/2018,,1,1,960000,3
7321,3/1/2020,1092,30,1,C16,0,36118,2/10/2018,,1,1,1860480,3
7322,4/1/2020,1092,30,1,C16,0,36118,2/10/2018,,1,1,0,2
7323,5/1/2020,1092,31,1,C16,0,36118,2/10/2018,,1,1,101810,2
7324,6/1/2020,1092,31,1,C16,0,36118,2/10/2018,,1,1,357140,2
7325,7/1/2020,1092,31,1,C16,0,36118,2/10/2018,,1,1,887160,2
7326,8/1/2020,1092,31,1,C16,0,36118,2/10/2018,,1,1,333360,2
7327,9/1/2020,1092,31,1,C16,0,36118,2/10/2018,20/09/20,1,1,0,2
7328,1/1/2019,1093,35,0,C1,1,77831,23/07/15,,1,3,5567290,3
7329,2/1/2019,1093,35,0,C1,1,77831,23/07/15,,1,3,1264710,3
7330,3/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,853690,3
7331,4/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,222450,2
7332,5/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,121320,2
7333,6/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,121300,2
7334,7/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,385450,2
7335,8/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,300690,2
7336,9/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,693590,2
7337,10/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,453160,3
7338,11/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,531820,3
7339,12/1/2019,1093,36,0,C1,1,77831,23/07/15,,1,3,708750,3
7340,1/1/2020,1093,36,0,C1,1,77831,23/07/15,,1,3,941840,2
7341,2/1/2020,1093,36,0,C1,1,77831,23/07/15,,1,3,757520,2
7342,3/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,1341480,2
7343,4/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,610220,2
7344,5/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,471710,2
7345,6/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,150210,2
7346,7/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,938760,2
7347,8/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,604530,2
7348,9/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,150400,2
7349,10/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,393040,2
7350,11/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,204540,2
7351,12/1/2020,1093,37,0,C1,1,77831,23/07/15,,1,3,684460,2
7352,1/1/2019,1094,40,1,C8,0,56347,8/1/2018,,2,2,200000,2
7353,2/1/2019,1094,41,1,C8,0,56347,8/1/2018,,2,2,255250,2
7354,3/1/2019,1094,41,1,C8,0,56347,8/1/2018,,2,2,720000,2
7355,4/1/2019,1094,41,1,C8,0,56347,8/1/2018,,2,2,0,1
7356,5/1/2019,1094,41,1,C8,0,56347,8/1/2018,,2,2,0,1
7357,6/1/2019,1094,41,1,C8,0,56347,8/1/2018,,2,2,0,1
7358,7/1/2019,1094,41,1,C8,0,56347,8/1/2018,14/07/19,2,2,0,1
7359,1/1/2019,1095,23,1,C20,2,30442,5/9/2018,,1,1,598220,2
7360,2/1/2019,1095,23,1,C20,2,30442,5/9/2018,,1,1,0,2
7361,3/1/2019,1095,24,1,C20,2,30442,5/9/2018,,1,1,247290,2
7362,4/1/2019,1095,24,1,C20,2,30442,5/9/2018,,1,1,0,1
7363,5/1/2019,1095,24,1,C20,2,30442,5/9/2018,,1,1,104860,1
7364,6/1/2019,1095,24,1,C20,2,30442,5/9/2018,,1,1,0,1
7365,7/1/2019,1095,24,1,C20,2,30442,5/9/2018,,1,1,0,1
7366,8/1/2019,1095,24,1,C20,2,30442,5/9/2018,29/07/19,1,1,0,1
7367,5/1/2020,1096,26,0,C14,0,73363,22/05/20,,2,2,0,1
7368,6/1/2020,1096,26,0,C14,0,73363,22/05/20,,2,2,0,1
7369,7/1/2020,1096,26,0,C14,0,73363,22/05/20,14/07/20,2,2,0,1
7370,7/1/2020,1097,34,0,C5,1,69794,18/07/20,,2,2,0,1
7371,8/1/2020,1097,34,0,C5,1,69794,18/07/20,,2,2,0,1
7372,9/1/2020,1097,34,0,C5,1,69794,18/07/20,,2,2,0,1
7373,10/1/2020,1097,34,0,C5,1,69794,18/07/20,,2,2,203740,4
7374,11/1/2020,1097,34,0,C5,1,69794,18/07/20,,2,2,846220,4
7375,12/1/2020,1097,35,0,C5,1,69794,18/07/20,,2,2,1230830,4
7376,6/1/2020,1098,40,0,C10,1,41591,29/05/20,,3,3,0,1
7377,7/1/2020,1098,40,0,C10,1,41591,29/05/20,,3,3,0,2
7378,8/1/2020,1098,40,0,C10,1,41591,29/05/20,,3,3,0,2
7379,9/1/2020,1098,40,0,C10,1,41591,29/05/20,,3,3,800000,2
7380,10/1/2020,1098,40,0,C10,1,41591,29/05/20,,3,3,216780,1
7381,11/1/2020,1098,40,0,C10,1,41591,29/05/20,,3,3,0,1
7382,12/1/2020,1098,40,0,C10,1,41591,29/05/20,27/12/20,3,3,0,1
7383,8/1/2020,1099,32,1,C3,0,61413,8/2/2020,,2,2,0,2
7384,9/1/2020,1099,32,1,C3,0,61413,8/2/2020,,2,2,762370,2
7385,10/1/2020,1099,32,1,C3,0,61413,8/2/2020,,2,2,300520,2
7386,11/1/2020,1099,32,1,C3,0,61413,8/2/2020,,2,2,0,2
7387,12/1/2020,1099,32,1,C3,0,61413,8/2/2020,,2,2,706470,2
7388,1/1/2019,1101,32,0,C25,2,26592,9/9/2018,,1,1,332700,2
7389,2/1/2019,1101,32,0,C25,2,26592,9/9/2018,,1,1,334580,2
7390,3/1/2019,1101,33,0,C25,2,26592,9/9/2018,,1,1,251070,2
7391,4/1/2019,1101,33,0,C25,2,26592,9/9/2018,,1,1,121460,3
7392,5/1/2019,1101,33,0,C25,2,26592,9/9/2018,,1,1,504320,3
7393,6/1/2019,1101,33,0,C25,2,26592,9/9/2018,,1,1,200000,3
7394,7/1/2019,1101,33,0,C25,2,26592,9/9/2018,,1,1,153120,1
7395,8/1/2019,1101,33,0,C25,2,26592,9/9/2018,27/08/19,1,1,0,1
7396,7/1/2020,1102,31,0,C7,2,73245,13/07/20,,3,3,0,1
7397,8/1/2020,1102,31,0,C7,2,73245,13/07/20,,3,3,0,1
7398,9/1/2020,1102,31,0,C7,2,73245,13/07/20,,3,3,0,1
7399,10/1/2020,1102,31,0,C7,2,73245,13/07/20,10/2/2020,3,3,0,1
7400,8/1/2020,1103,26,0,C1,2,40318,8/7/2020,,1,1,0,1
7401,9/1/2020,1103,26,0,C1,2,40318,8/7/2020,,1,1,0,1
7402,10/1/2020,1103,26,0,C1,2,40318,8/7/2020,,1,1,0,1
7403,11/1/2020,1103,26,0,C1,2,40318,8/7/2020,,1,1,0,1
7404,12/1/2020,1103,26,0,C1,2,40318,8/7/2020,28/11/20,1,1,0,1
7405,6/1/2020,1104,32,1,C7,2,73594,6/1/2020,,3,3,0,1
7406,7/1/2020,1104,32,1,C7,2,73594,6/1/2020,,3,3,1064590,4
7407,8/1/2020,1104,32,1,C7,2,73594,6/1/2020,,3,3,2445760,4
7408,9/1/2020,1104,32,1,C7,2,73594,6/1/2020,,3,3,1747510,4
7409,10/1/2020,1104,32,1,C7,2,73594,6/1/2020,,3,3,1148590,4
7410,11/1/2020,1104,32,1,C7,2,73594,6/1/2020,,3,3,1345660,4
7411,12/1/2020,1104,32,1,C7,2,73594,6/1/2020,12/12/2020,3,3,1519590,4
7412,1/1/2019,1105,42,0,C6,0,59168,6/2/2018,,1,1,1100000,2
7413,2/1/2019,1105,42,0,C6,0,59168,6/2/2018,,1,1,159100,2
7414,3/1/2019,1105,42,0,C6,0,59168,6/2/2018,18/03/19,1,1,0,2
7415,1/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,600600,4
7416,2/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,598990,4
7417,3/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,4206070,4
7418,4/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,345100,3
7419,5/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,533460,3
7420,6/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,242040,3
7421,7/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,300890,1
7422,8/1/2019,1106,35,0,C21,1,49193,29/01/16,,1,2,122720,1
7423,9/1/2019,1106,36,0,C21,1,49193,29/01/16,,1,2,125240,1
7424,10/1/2019,1106,36,0,C21,1,49193,29/01/16,,1,2,470660,3
7425,11/1/2019,1106,36,0,C21,1,49193,29/01/16,,1,2,528400,3
7426,12/1/2019,1106,36,0,C21,1,49193,29/01/16,,1,2,706640,3
7427,1/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,786770,3
7428,2/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,999320,3
7429,3/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,2667950,3
7430,4/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,1136440,3
7431,5/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,125730,3
7432,6/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,560710,3
7433,7/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,134580,2
7434,8/1/2020,1106,36,0,C21,1,49193,29/01/16,,1,2,0,2
7435,9/1/2020,1106,37,0,C21,1,49193,29/01/16,,1,2,583850,2
7436,10/1/2020,1106,37,0,C21,1,49193,29/01/16,,1,2,154510,3
7437,11/1/2020,1106,37,0,C21,1,49193,29/01/16,,1,2,505100,3
7438,12/1/2020,1106,37,0,C21,1,49193,29/01/16,,1,2,697030,3
7439,11/1/2020,1107,39,0,C20,2,65633,21/11/20,,3,3,0,1
7440,12/1/2020,1107,39,0,C20,2,65633,21/11/20,,3,3,0,1
7441,1/1/2019,1108,32,0,C15,1,47188,22/10/18,,1,1,503000,2
7442,2/1/2019,1108,32,0,C15,1,47188,22/10/18,,1,1,250000,2
7443,3/1/2019,1108,32,0,C15,1,47188,22/10/18,,1,1,19720,2
7444,4/1/2019,1108,32,0,C15,1,47188,22/10/18,27/04/19,1,1,0,1
7445,1/1/2019,1109,35,1,C27,0,88798,12/3/2015,,1,3,872340,2
7446,2/1/2019,1109,35,1,C27,0,88798,12/3/2015,,1,3,817050,2
7447,3/1/2019,1109,35,1,C27,0,88798,12/3/2015,,1,3,2687720,2
7448,4/1/2019,1109,35,1,C27,0,88798,12/3/2015,,1,3,343220,4
7449,5/1/2019,1109,35,1,C27,0,88798,12/3/2015,,1,3,828970,4
7450,6/1/2019,1109,35,1,C27,0,88798,12/3/2015,,1,3,896670,4
7451,7/1/2019,1109,35,1,C27,0,88798,12/3/2015,,1,3,739430,2
7452,8/1/2019,1109,36,1,C27,0,88798,12/3/2015,,1,3,592860,2
7453,9/1/2019,1109,36,1,C27,0,88798,12/3/2015,,1,3,362850,2
7454,10/1/2019,1109,36,1,C27,0,88798,12/3/2015,,1,3,928120,3
7455,11/1/2019,1109,36,1,C27,0,88798,12/3/2015,,1,3,417470,3
7456,12/1/2019,1109,36,1,C27,0,88798,12/3/2015,,1,3,410900,3
7457,1/1/2020,1109,36,1,C27,0,88798,12/3/2015,,1,3,654260,3
7458,2/1/2020,1109,36,1,C27,0,88798,12/3/2015,,1,3,1544300,3
7459,3/1/2020,1109,36,1,C27,0,88798,12/3/2015,,1,3,2481910,3
7460,4/1/2020,1109,36,1,C27,0,88798,12/3/2015,,1,3,407770,3
7461,5/1/2020,1109,36,1,C27,0,88798,12/3/2015,,1,3,599830,3
7462,6/1/2020,1109,36,1,C27,0,88798,12/3/2015,,1,3,382820,3
7463,7/1/2020,1109,36,1,C27,0,88798,12/3/2015,,1,3,807930,3
7464,8/1/2020,1109,37,1,C27,0,88798,12/3/2015,,1,3,621030,3
7465,9/1/2020,1109,37,1,C27,0,88798,12/3/2015,,1,3,848850,3
7466,10/1/2020,1109,37,1,C27,0,88798,12/3/2015,,1,3,714090,3
7467,11/1/2020,1109,37,1,C27,0,88798,12/3/2015,,1,3,567930,3
7468,12/1/2020,1109,37,1,C27,0,88798,12/3/2015,,1,3,756280,3
7469,12/1/2019,1110,26,0,C18,1,41167,12/8/2019,,1,1,0,1
7470,1/1/2020,1110,26,0,C18,1,41167,12/8/2019,,1,1,0,1
7471,2/1/2020,1110,26,0,C18,1,41167,12/8/2019,16/02/20,1,1,0,1
7472,1/1/2019,1111,38,0,C28,2,153109,6/2/2013,,3,4,1021690,2
7473,2/1/2019,1111,38,0,C28,2,153109,6/2/2013,,3,4,2250000,2
7474,3/1/2019,1111,38,0,C28,2,153109,6/2/2013,,3,4,2626640,2
7475,4/1/2019,1111,38,0,C28,2,153109,6/2/2013,,3,4,0,2
7476,5/1/2019,1111,38,0,C28,2,153109,6/2/2013,,3,4,1540000,2
7477,6/1/2019,1111,38,0,C28,2,153109,6/2/2013,,3,4,0,2
7478,7/1/2019,1111,38,0,C28,2,153109,6/2/2013,,3,4,692980,3
