date,hour,demand
2021-06-07,18,89.0
2021-06-07,19,81.0
2021-06-07,20,65.0
2021-06-07,21,63.0
2021-06-07,22,62.0
2021-06-07,23,59.0
2021-06-08,0,52.0
2021-06-08,1,49.0
2021-06-08,4,46.0
2021-06-08,6,46.0
2021-06-08,7,64.0
2021-06-08,8,63.0
2021-06-08,9,62.0
2021-06-08,10,81.0
2021-06-08,11,89.0
2021-06-08,12,83.0
2021-06-08,13,83.0
2021-06-08,14,83.0
2021-06-08,15,83.0
2021-06-08,16,86.0
2021-06-08,17,89.0
2021-06-08,18,87.0
2021-06-08,19,80.0
2021-06-08,20,66.0
2021-06-08,21,65.0
2021-06-08,22,64.0
2021-06-08,23,63.0
2021-06-09,0,55.0
2021-06-09,1,54.0
2021-06-09,6,50.0
2021-06-09,7,66.0
2021-06-09,8,65.0
2021-06-09,9,64.0
2021-06-09,10,83.0
2021-06-09,11,90.0
2021-06-09,12,84.0
2021-06-09,13,84.0
2021-06-09,14,84.0
2021-06-09,15,84.0
2021-06-09,16,87.0
2021-06-09,17,90.0
2021-06-09,18,88.0
2021-06-09,19,80.0
2021-06-09,20,68.0
2021-06-09,21,66.0
2021-06-09,22,68.0
2021-06-09,23,66.0
2021-06-10,0,54.0
2021-06-10,1,53.0
2021-06-10,2,52.0
2021-06-10,3,50.0
2021-06-10,5,48.0
2021-06-10,6,49.0
2021-06-10,7,65.0
2021-06-10,8,62.0
2021-06-10,9,60.0
2021-06-10,10,82.0
2021-06-10,11,89.0
2021-06-10,12,88.0
2021-06-10,13,88.0
2021-06-10,14,88.0
2021-06-10,15,88.0
2021-06-10,16,91.0
2021-06-10,17,94.0
2021-06-10,18,95.0
2021-06-10,19,87.0
2021-06-10,20,74.0
2021-06-10,21,73.0
2021-06-10,22,74.0
2021-06-10,23,72.0
2021-06-11,0,54.0
2021-06-11,1,53.0
2021-06-11,2,53.0
2021-06-11,5,49.0
2021-06-11,6,50.0
2021-06-11,7,66.0
2021-06-11,8,71.0
2021-06-11,9,76.0
2021-06-11,10,97.0
2021-06-11,11,110.0
2021-06-11,12,111.0
2021-06-11,13,111.0
2021-06-11,14,111.0
2021-06-11,15,111.0
2021-06-11,16,110.0
2021-06-11,17,109.0
2021-06-11,18,106.0
2021-06-11,19,99.0
2021-06-11,20,90.0
2021-06-11,21,85.0
2021-06-11,22,80.0
2021-06-11,23,82.0
2021-06-12,0,60.0
2021-06-12,1,60.0
2021-06-12,2,59.0
2021-06-12,3,55.0
2021-06-12,6,51.0
2021-06-12,7,61.0
2021-06-12,8,66.0
2021-06-12,9,78.0
2021-06-12,10,103.0
2021-06-12,11,125.0
2021-06-12,12,126.0
2021-06-12,13,126.0
2021-06-12,14,126.0
2021-06-12,15,126.0
2021-06-12,16,126.0
2021-06-12,17,115.0
2021-06-12,18,111.0
2021-06-12,19,95.0
2021-06-12,20,93.0
2021-06-12,21,75.0
2021-06-12,22,75.0
2021-06-12,23,73.0
2021-06-13,0,63.0
2021-06-13,1,63.0
2021-06-13,2,61.0
2021-06-13,3,59.0
2021-06-13,6,54.0
2021-06-13,7,63.0
2021-06-13,8,66.0
2021-06-13,9,75.0
2021-06-13,10,97.0
2021-06-13,11,120.0
2021-06-13,12,119.0
2021-06-13,13,119.0
2021-06-13,14,119.0
2021-06-13,15,119.0
2021-06-13,16,120.0
2021-06-13,17,113.0
2021-06-13,18,107.0
2021-06-13,19,92.0
2021-06-13,20,93.0
2021-06-13,21,75.0
2021-06-13,22,75.0
2021-06-13,23,73.0
2021-06-14,0,64.0
2021-06-14,1,60.0
2021-06-14,6,54.0
2021-06-14,7,71.0
2021-06-14,8,76.0
2021-06-14,9,78.0
2021-06-14,10,87.0
2021-06-14,11,90.0
2021-06-14,12,86.0
2021-06-14,13,86.0
2021-06-14,14,86.0
2021-06-14,15,86.0
2021-06-14,16,88.0
2021-06-14,17,91.0
2021-06-14,18,89.0
2021-06-14,19,81.0
2021-06-14,20,66.0
2021-06-14,21,64.0
2021-06-14,22,62.0
2021-06-14,23,61.0
2021-06-15,0,58.0
2021-06-15,6,53.0
2021-06-15,7,71.0
2021-06-15,8,76.0
2021-06-15,9,78.0
2021-06-15,10,87.0
2021-06-15,11,90.0
2021-06-15,12,83.0
2021-06-15,13,83.0
2021-06-15,14,83.0
2021-06-15,15,83.0
2021-06-15,16,87.0
2021-06-15,17,90.0
2021-06-15,18,87.0
2021-06-15,19,78.0
2021-06-15,20,65.0
2021-06-15,21,63.0
2021-06-15,22,63.0
2021-06-15,23,62.0
2021-06-16,0,58.0
2021-06-16,1,57.0
2021-06-16,2,56.0
2021-06-16,5,52.0
2021-06-16,6,53.0
2021-06-16,7,71.0
2021-06-16,8,76.0
2021-06-16,9,78.0
2021-06-16,10,87.0
2021-06-16,11,89.0
2021-06-16,12,83.0
2021-06-16,13,83.0
2021-06-16,14,83.0
2021-06-16,15,83.0
2021-06-16,16,86.0
2021-06-16,17,89.0
2021-06-16,18,87.0
2021-06-16,19,79.0
2021-06-16,20,67.0
2021-06-16,21,65.0
2021-06-16,22,64.0
2021-06-16,23,63.0
2021-06-17,0,57.0
2021-06-17,1,57.0
2021-06-17,3,54.0
2021-06-17,5,52.0
2021-06-17,6,53.0
2021-06-17,7,71.0
2021-06-17,8,74.0
2021-06-17,9,75.0
2021-06-17,10,87.0
2021-06-17,11,90.0
2021-06-17,12,88.0
2021-06-17,13,88.0
2021-06-17,14,88.0
2021-06-17,15,88.0
2021-06-17,16,91.0
2021-06-17,17,94.0
2021-06-17,18,91.0
2021-06-17,19,83.0
2021-06-17,20,70.0
2021-06-17,21,69.0
2021-06-17,22,68.0
2021-06-17,23,67.0
2021-06-18,0,55.0
2021-06-18,2,50.0
2021-06-18,3,48.0
2021-06-18,5,46.0
2021-06-18,6,46.0
2021-06-18,7,67.0
2021-06-18,8,72.0
2021-06-18,9,76.0
2021-06-18,10,96.0
2021-06-18,11,106.0
2021-06-18,12,107.0
2021-06-18,13,107.0
2021-06-18,14,107.0
2021-06-18,15,107.0
2021-06-18,16,106.0
2021-06-18,17,104.0
2021-06-18,18,101.0
2021-06-18,19,86.0
2021-06-18,20,80.0
2021-06-18,21,75.0
2021-06-18,22,75.0
2021-06-18,23,71.0
2021-06-19,0,63.0
2021-06-19,1,62.0
2021-06-19,2,59.0
2021-06-19,3,56.0
2021-06-19,7,63.0
2021-06-19,8,67.0
2021-06-19,9,79.0
2021-06-19,10,103.0
2021-06-19,11,123.0
2021-06-19,12,123.0
2021-06-19,13,123.0
2021-06-19,14,123.0
2021-06-19,15,123.0
2021-06-19,16,121.0
2021-06-19,17,110.0
2021-06-19,18,106.0
2021-06-19,19,92.0
2021-06-19,20,78.0
2021-06-19,21,72.0
2021-06-19,22,72.0
2021-06-19,23,66.0
2021-06-20,0,66.0
2021-06-20,1,65.0
2021-06-20,2,62.0
2021-06-20,3,60.0
2021-06-20,4,53.0
2021-06-20,6,54.0
2021-06-20,7,65.0
2021-06-20,8,65.0
2021-06-20,9,79.0
2021-06-20,10,101.0
2021-06-20,11,119.0
2021-06-20,12,113.0
2021-06-20,13,113.0
2021-06-20,14,113.0
2021-06-20,15,113.0
2021-06-20,16,112.0
2021-06-20,17,106.0
2021-06-20,18,103.0
2021-06-20,19,89.0
2021-06-20,20,78.0
2021-06-20,21,73.0
2021-06-20,22,72.0
2021-06-20,23,68.0
2021-06-21,0,64.0
2021-06-21,1,56.0
2021-06-21,2,53.0
2021-06-21,5,49.0
2021-06-21,6,50.0
2021-06-21,7,70.0
2021-06-21,8,74.0
2021-06-21,9,75.0
2021-06-21,10,85.0
2021-06-21,11,89.0
2021-06-21,12,85.0
2021-06-21,13,85.0
2021-06-21,14,84.0
2021-06-21,15,84.0
2021-06-21,16,86.0
2021-06-21,17,89.0
2021-06-21,18,88.0
2021-06-21,19,80.0
2021-06-21,20,64.0
2021-06-21,21,63.0
2021-06-21,22,60.0
2021-06-21,23,56.0
2021-06-22,1,54.0
2021-06-22,3,49.0
2021-06-22,5,48.0
2021-06-22,6,48.0
2021-06-22,7,70.0
2021-06-22,8,74.0
2021-06-22,9,75.0
2021-06-22,10,85.0
2021-06-22,11,89.0
2021-06-22,12,81.0
2021-06-22,13,81.0
2021-06-22,14,81.0
2021-06-22,15,81.0
2021-06-22,16,85.0
2021-06-22,17,88.0
2021-06-22,18,86.0
2021-06-22,19,78.0
2021-06-22,20,64.0
2021-06-22,21,63.0
2021-06-22,22,63.0
2021-06-22,23,59.0
2021-06-23,0,57.0
2021-06-23,1,54.0
2021-06-23,5,48.0
2021-06-23,6,49.0
2021-06-23,7,70.0
2021-06-23,8,74.0
2021-06-23,9,74.0
2021-06-23,10,84.0
2021-06-23,11,88.0
2021-06-23,12,81.0
2021-06-23,13,81.0
2021-06-23,14,81.0
2021-06-23,15,81.0
2021-06-23,16,85.0
2021-06-23,17,88.0
2021-06-23,18,86.0
2021-06-23,19,79.0
2021-06-23,20,67.0
2021-06-23,21,65.0
2021-06-23,22,64.0
2021-06-23,23,60.0
2021-06-24,0,57.0
2021-06-24,1,54.0
2021-06-24,3,49.0
2021-06-24,5,48.0
2021-06-24,6,49.0
2021-06-24,7,70.0
2021-06-24,8,72.0
2021-06-24,9,72.0
2021-06-24,10,84.0
2021-06-24,11,88.0
2021-06-24,12,87.0
2021-06-24,13,87.0
2021-06-24,14,87.0
2021-06-24,15,87.0
2021-06-24,16,90.0
2021-06-24,17,93.0
2021-06-24,18,86.0
2021-06-24,19,79.0
2021-06-24,20,66.0
2021-06-24,21,64.0
2021-06-24,22,64.0
2021-06-24,23,59.0
2021-06-25,0,56.0
2021-06-25,1,53.0
2021-06-25,2,51.0
2021-06-25,5,48.0
2021-06-25,6,48.0
2021-06-25,7,69.0
2021-06-25,8,72.0
2021-06-25,9,72.0
2021-06-25,10,93.0
2021-06-25,11,107.0
2021-06-25,12,107.0
2021-06-25,13,107.0
2021-06-25,14,107.0
2021-06-25,15,107.0
2021-06-25,16,107.0
2021-06-25,17,104.0
2021-06-25,18,97.0
2021-06-25,19,82.0
2021-06-25,20,76.0
2021-06-25,21,71.0
2021-06-25,22,71.0
2021-06-25,23,67.0
2021-06-26,0,62.0
2021-06-26,1,60.0
2021-06-26,2,58.0
2021-06-26,3,54.0
2021-06-26,4,50.0
2021-06-26,5,50.0
2021-06-26,8,64.0
2021-06-26,9,73.0
2021-06-26,10,98.0
2021-06-26,11,124.0
2021-06-26,12,123.0
2021-06-26,13,123.0
2021-06-26,14,123.0
2021-06-26,15,123.0
2021-06-26,16,122.0
2021-06-26,17,110.0
2021-06-26,18,102.0
2021-06-26,19,87.0
2021-06-26,20,73.0
2021-06-26,21,68.0
2021-06-26,22,67.0
2021-06-26,23,62.0
2021-06-27,0,65.0
2021-06-27,1,63.0
2021-06-27,2,60.0
2021-06-27,3,58.0
2021-06-27,6,54.0
2021-06-27,8,64.0
2021-06-27,9,71.0
2021-06-27,10,93.0
2021-06-27,11,118.0
2021-06-27,12,113.0
2021-06-27,13,113.0
2021-06-27,14,113.0
2021-06-27,15,113.0
2021-06-27,16,112.0
2021-06-27,17,106.0
2021-06-27,18,99.0
2021-06-27,19,84.0
2021-06-27,20,74.0
2021-06-27,21,69.0
2021-06-27,22,68.0
2021-06-27,23,64.0
2021-06-28,0,64.0
2021-06-28,1,56.0
2021-06-28,3,51.0
2021-06-28,5,49.0
2021-06-28,6,49.0
2021-06-28,7,65.0
2021-06-28,8,66.0
2021-06-28,9,66.0
2021-06-28,10,76.0
2021-06-28,11,86.0
2021-06-28,12,81.0
2021-06-28,13,81.0
2021-06-28,14,80.0
2021-06-28,15,81.0
2021-06-28,16,85.0
2021-06-28,17,87.0
2021-06-28,18,85.0
2021-06-28,19,82.0
2021-06-28,20,67.0
2021-06-28,21,66.0
2021-06-28,22,67.0
2021-06-28,23,59.0
2021-06-29,0,58.0
2021-06-29,2,55.0
2021-06-29,3,52.0
2021-06-29,4,50.0
2021-06-29,5,50.0
2021-06-29,6,51.0
2021-06-29,7,67.0
2021-06-29,8,67.0
2021-06-29,9,66.0
2021-06-29,10,76.0
2021-06-29,11,85.0
2021-06-29,12,78.0
2021-06-29,13,78.0
2021-06-29,14,78.0
2021-06-29,15,79.0
2021-06-29,16,83.0
2021-06-29,17,86.0
2021-06-29,18,83.0
2021-06-29,19,75.0
2021-06-29,20,63.0
2021-06-29,21,62.0
2021-06-29,22,62.0
2021-06-29,23,59.0
2021-06-30,0,52.0
2021-06-30,5,49.0
2021-06-30,6,49.0
2021-06-30,7,68.0
2021-06-30,8,68.0
2021-06-30,9,64.0
2021-06-30,10,75.0
2021-06-30,11,84.0
2021-06-30,12,77.0
2021-06-30,13,77.0
2021-06-30,14,77.0
2021-06-30,15,78.0
2021-06-30,16,82.0
2021-06-30,17,85.0
2021-06-30,18,81.0
2021-06-30,19,77.0
2021-06-30,20,65.0
2021-06-30,21,65.0
2021-06-30,22,64.0
2021-06-30,23,61.0
2021-07-01,0,53.0
2021-07-01,3,49.0
2021-07-01,6,49.0
2021-07-01,7,60.0
2021-07-01,8,63.0
2021-07-01,9,65.0
2021-07-01,10,70.0
2021-07-01,11,72.0
2021-07-01,12,73.0
2021-07-01,13,73.0
2021-07-01,14,73.0
2021-07-01,15,73.0
2021-07-01,16,76.0
2021-07-01,17,80.0
2021-07-01,18,73.0
2021-07-01,19,63.0
2021-07-01,20,54.0
2021-07-01,21,54.0
2021-07-01,22,64.0
2021-07-01,23,62.0
2021-07-02,0,58.0
2021-07-02,1,57.0
2021-07-02,2,56.0
2021-07-02,5,53.0
2021-07-02,6,53.0
2021-07-02,7,61.0
2021-07-02,8,64.0
2021-07-02,9,63.0
2021-07-02,10,77.0
2021-07-02,11,91.0
2021-07-02,12,93.0
2021-07-02,13,93.0
2021-07-02,14,93.0
2021-07-02,15,93.0
2021-07-02,16,92.0
2021-07-02,17,90.0
2021-07-02,18,82.0
2021-07-02,19,63.0
2021-07-02,20,61.0
2021-07-02,21,60.0
2021-07-02,22,60.0
2021-07-02,23,55.0
2021-07-03,0,66.0
2021-07-03,1,65.0
2021-07-03,2,63.0
2021-07-03,3,59.0
2021-07-03,6,54.0
2021-07-03,7,58.0
2021-07-03,8,65.0
2021-07-03,9,77.0
2021-07-03,10,96.0
2021-07-03,11,118.0
2021-07-03,12,120.0
2021-07-03,13,120.0
2021-07-03,14,120.0
2021-07-03,15,120.0
2021-07-03,16,118.0
2021-07-03,17,104.0
2021-07-03,18,97.0
2021-07-03,19,77.0
2021-07-03,20,59.0
2021-07-03,21,63.0
2021-07-03,22,62.0
2021-07-03,23,55.0
2021-07-04,0,69.0
2021-07-04,1,69.0
2021-07-04,2,66.0
2021-07-04,3,63.0
2021-07-04,6,57.0
2021-07-04,7,67.0
2021-07-04,8,69.0
2021-07-04,9,80.0
2021-07-04,10,95.0
2021-07-04,11,118.0
2021-07-04,12,118.0
2021-07-04,13,118.0
2021-07-04,14,118.0
2021-07-04,15,118.0
2021-07-04,16,116.0
2021-07-04,17,106.0
2021-07-04,18,98.0
2021-07-04,19,80.0
2021-07-04,20,69.0
2021-07-04,21,68.0
2021-07-04,22,67.0
2021-07-04,23,61.0
2021-07-05,0,60.0
2021-07-05,1,56.0
2021-07-05,2,53.0
2021-07-05,3,51.0
2021-07-05,6,51.0
2021-07-05,7,62.0
2021-07-05,8,65.0
2021-07-05,9,66.0
2021-07-05,10,76.0
2021-07-05,11,82.0
2021-07-05,12,80.0
2021-07-05,13,80.0
2021-07-05,14,79.0
2021-07-05,15,79.0
2021-07-05,16,81.0
2021-07-05,17,84.0
2021-07-05,18,80.0
2021-07-05,19,73.0
2021-07-05,20,62.0
2021-07-05,21,60.0
2021-07-05,22,57.0
2021-07-05,23,52.0
2021-07-06,0,55.0
2021-07-06,5,49.0
2021-07-06,6,49.0
2021-07-06,7,64.0
2021-07-06,8,67.0
2021-07-06,9,68.0
2021-07-06,10,78.0
2021-07-06,11,84.0
2021-07-06,12,77.0
2021-07-06,13,77.0
2021-07-06,14,77.0
2021-07-06,15,77.0
2021-07-06,16,79.0
2021-07-06,17,82.0
2021-07-06,18,79.0
2021-07-06,19,74.0
2021-07-06,20,63.0
2021-07-06,22,62.0
2021-07-06,23,58.0
2021-07-07,0,56.0
2021-07-07,1,53.0
2021-07-07,2,51.0
2021-07-07,5,50.0
2021-07-07,6,51.0
2021-07-07,7,58.0
2021-07-07,8,61.0
2021-07-07,9,64.0
2021-07-07,10,74.0
2021-07-07,11,82.0
2021-07-07,12,77.0
2021-07-07,13,77.0
2021-07-07,14,77.0
2021-07-07,15,77.0
2021-07-07,16,79.0
2021-07-07,17,82.0
2021-07-07,18,79.0
2021-07-07,19,74.0
2021-07-07,20,65.0
2021-07-07,21,63.0
2021-07-07,22,64.0
2021-07-07,23,59.0
2021-07-08,0,55.0
2021-07-08,1,52.0
2021-07-08,2,50.0
2021-07-08,6,50.0
2021-07-08,7,58.0
2021-07-08,8,60.0
2021-07-08,9,63.0
2021-07-08,10,74.0
2021-07-08,11,83.0
2021-07-08,12,82.0
2021-07-08,13,82.0
2021-07-08,14,82.0
2021-07-08,15,82.0
2021-07-08,16,84.0
2021-07-08,17,87.0
2021-07-08,18,79.0
2021-07-08,19,74.0
2021-07-08,20,64.0
2021-07-08,21,64.0
2021-07-08,22,65.0
2021-07-08,23,59.0
2021-07-09,0,51.0
2021-07-09,1,47.0
2021-07-09,2,47.0
2021-07-09,6,50.0
2021-07-09,7,52.0
2021-07-09,8,56.0
2021-07-09,9,54.0
2021-07-09,10,70.0
2021-07-09,11,84.0
2021-07-09,12,86.0
2021-07-09,13,86.0
2021-07-09,14,86.0
2021-07-09,15,87.0
2021-07-09,16,87.0
2021-07-09,17,85.0
2021-07-09,18,77.0
2021-07-09,19,57.0
2021-07-09,20,49.0
2021-07-09,21,50.0
2021-07-09,22,56.0
2021-07-09,23,51.0
2021-07-10,0,59.0
2021-07-10,1,58.0
2021-07-10,2,57.0
2021-07-10,3,54.0
2021-07-10,4,49.0
2021-07-10,7,51.0
2021-07-10,8,58.0
2021-07-10,9,64.0
2021-07-10,10,80.0
2021-07-10,11,92.0
2021-07-10,12,90.0
2021-07-10,13,90.0
2021-07-10,14,90.0
2021-07-10,15,91.0
2021-07-10,16,91.0
2021-07-10,17,83.0
2021-07-10,18,79.0
2021-07-10,19,65.0
2021-07-10,20,55.0
2021-07-10,21,53.0
2021-07-10,22,56.0
2021-07-10,23,47.0
2021-07-11,0,65.0
2021-07-11,1,65.0
2021-07-11,2,63.0
2021-07-11,4,58.0
2021-07-11,6,60.0
2021-07-11,7,60.0
2021-07-11,8,66.0
2021-07-11,9,63.0
2021-07-11,10,83.0
2021-07-11,11,94.0
2021-07-11,12,82.0
2021-07-11,13,82.0
2021-07-11,14,82.0
2021-07-11,15,84.0
2021-07-11,16,84.0
2021-07-11,17,79.0
2021-07-11,18,76.0
2021-07-11,19,62.0
2021-07-11,20,48.0
2021-07-11,21,46.0
2021-07-11,22,47.0
2021-07-11,23,44.0
2021-07-12,0,54.0
2021-07-12,1,50.0
2021-07-12,6,52.0
2021-07-12,7,55.0
2021-07-12,8,58.0
2021-07-12,9,59.0
2021-07-12,10,66.0
2021-07-12,11,69.0
2021-07-12,12,66.0
2021-07-12,13,66.0
2021-07-12,14,65.0
2021-07-12,15,67.0
2021-07-12,16,69.0
2021-07-12,17,72.0
2021-07-12,18,66.0
2021-07-12,19,59.0
2021-07-12,20,51.0
2021-07-12,21,51.0
2021-07-12,22,52.0
2021-07-12,23,44.0
2021-07-13,0,48.0
2021-07-13,1,46.0
2021-07-13,5,44.0
2021-07-13,6,48.0
2021-07-13,7,54.0
2021-07-13,8,57.0
2021-07-13,9,58.0
2021-07-13,10,66.0
2021-07-13,11,73.0
2021-07-13,12,64.0
2021-07-13,13,64.0
2021-07-13,14,64.0
2021-07-13,15,65.0
2021-07-13,16,68.0
2021-07-13,17,71.0
2021-07-13,18,65.0
2021-07-13,19,58.0
2021-07-13,20,48.0
2021-07-13,21,49.0
2021-07-13,22,49.0
2021-07-13,23,42.0
2021-07-14,0,49.0
2021-07-14,1,49.0
2021-07-14,5,47.0
2021-07-14,6,52.0
2021-07-14,7,57.0
2021-07-14,8,60.0
2021-07-14,9,60.0
2021-07-14,10,67.0
2021-07-14,11,72.0
2021-07-14,12,64.0
2021-07-14,13,64.0
2021-07-14,14,64.0
2021-07-14,15,65.0
2021-07-14,16,68.0
2021-07-14,17,71.0
2021-07-14,18,65.0
2021-07-14,19,57.0
2021-07-14,20,50.0
2021-07-14,21,49.0
2021-07-14,22,50.0
2021-07-14,23,43.0
2021-07-15,0,49.0
2021-07-15,6,51.0
2021-07-15,7,56.0
2021-07-15,8,58.0
2021-07-15,9,58.0
2021-07-15,10,66.0
2021-07-15,11,71.0
2021-07-15,12,66.0
2021-07-15,13,66.0
2021-07-15,14,66.0
2021-07-15,15,67.0
2021-07-15,16,70.0
2021-07-15,17,73.0
2021-07-15,18,64.0
2021-07-15,19,57.0
2021-07-15,20,50.0
2021-07-15,21,50.0
2021-07-15,22,52.0
2021-07-15,23,45.0
2021-07-16,0,52.0
2021-07-16,1,52.0
2021-07-16,2,52.0
2021-07-16,4,51.0
2021-07-16,5,51.0
2021-07-16,6,51.0
2021-07-16,7,60.0
2021-07-16,8,64.0
2021-07-16,9,60.0
2021-07-16,10,73.0
2021-07-16,11,86.0
2021-07-16,12,84.0
2021-07-16,13,84.0
2021-07-16,14,84.0
2021-07-16,15,84.0
2021-07-16,16,84.0
2021-07-16,17,80.0
2021-07-16,18,74.0
2021-07-16,19,60.0
2021-07-16,20,54.0
2021-07-16,21,53.0
2021-07-16,22,52.0
2021-07-16,23,45.0
2021-07-17,0,58.0
2021-07-17,1,58.0
2021-07-17,2,57.0
2021-07-17,3,53.0
2021-07-17,4,49.0
2021-07-17,6,49.0
2021-07-17,7,55.0
2021-07-17,8,60.0
2021-07-17,9,66.0
2021-07-17,10,82.0
2021-07-17,11,98.0
2021-07-17,12,100.0
2021-07-17,13,100.0
2021-07-17,14,100.0
2021-07-17,15,100.0
2021-07-17,16,99.0
2021-07-17,17,88.0
2021-07-17,18,84.0
2021-07-17,19,70.0
2021-07-17,20,59.0
2021-07-17,21,57.0
2021-07-17,22,56.0
2021-07-17,23,49.0
2021-07-18,0,60.0
2021-07-18,1,60.0
2021-07-18,2,58.0
2021-07-18,7,57.0
2021-07-18,8,60.0
2021-07-18,9,62.0
2021-07-18,10,78.0
2021-07-18,11,93.0
2021-07-18,12,92.0
2021-07-18,13,92.0
2021-07-18,14,92.0
2021-07-18,15,92.0
2021-07-18,16,92.0
2021-07-18,17,85.0
2021-07-18,18,81.0
2021-07-18,19,67.0
2021-07-18,20,56.0
2021-07-18,21,54.0
2021-07-18,22,53.0
2021-07-18,23,48.0
2021-07-19,0,60.0
2021-07-19,5,48.0
2021-07-19,6,48.0
2021-07-19,7,61.0
2021-07-19,8,64.0
2021-07-19,9,63.0
2021-07-19,10,70.0
2021-07-19,11,75.0
2021-07-19,12,71.0
2021-07-19,13,71.0
2021-07-19,14,70.0
2021-07-19,15,70.0
2021-07-19,16,72.0
2021-07-19,17,75.0
2021-07-19,18,70.0
2021-07-19,19,64.0
2021-07-19,20,56.0
2021-07-19,21,55.0
2021-07-19,22,54.0
2021-07-19,23,47.0
2021-07-20,0,52.0
2021-07-20,1,49.0
2021-07-20,2,48.0
2021-07-20,6,47.0
2021-07-20,7,61.0
2021-07-20,8,62.0
2021-07-20,9,61.0
2021-07-20,10,70.0
2021-07-20,11,75.0
2021-07-20,12,70.0
2021-07-20,13,70.0
2021-07-20,14,70.0
2021-07-20,15,70.0
2021-07-20,16,72.0
2021-07-20,17,75.0
2021-07-20,18,71.0
2021-07-20,19,63.0
2021-07-20,20,55.0
2021-07-20,21,55.0
2021-07-20,22,54.0
2021-07-20,23,48.0
2021-07-21,0,51.0
2021-07-21,5,47.0
2021-07-21,6,47.0
2021-07-21,7,61.0
2021-07-21,8,63.0
2021-07-21,9,62.0
2021-07-21,10,71.0
2021-07-21,11,75.0
2021-07-21,12,70.0
2021-07-21,13,70.0
2021-07-21,14,70.0
2021-07-21,15,70.0
2021-07-21,16,73.0
2021-07-21,17,76.0
2021-07-21,18,71.0
2021-07-21,19,65.0
2021-07-21,20,58.0
2021-07-21,21,57.0
2021-07-21,22,56.0
2021-07-21,23,49.0
2021-07-22,0,51.0
2021-07-22,1,48.0
2021-07-22,3,46.0
2021-07-22,7,61.0
2021-07-22,8,62.0
2021-07-22,9,61.0
2021-07-22,10,71.0
2021-07-22,11,76.0
2021-07-22,12,72.0
2021-07-22,13,72.0
2021-07-22,14,72.0
2021-07-22,15,72.0
2021-07-22,16,75.0
2021-07-22,17,78.0
2021-07-22,18,71.0
2021-07-22,19,65.0
2021-07-22,20,57.0
2021-07-22,21,57.0
2021-07-22,22,56.0
2021-07-22,23,49.0
2021-07-23,0,51.0
2021-07-23,1,48.0
2021-07-23,2,48.0
2021-07-23,6,47.0
2021-07-23,7,60.0
2021-07-23,8,62.0
2021-07-23,9,58.0
2021-07-23,10,73.0
2021-07-23,11,86.0
2021-07-23,12,84.0
2021-07-23,13,84.0
2021-07-23,14,84.0
2021-07-23,15,84.0
2021-07-23,16,84.0
2021-07-23,17,82.0
2021-07-23,18,75.0
2021-07-23,19,61.0
2021-07-23,20,55.0
2021-07-23,21,54.0
2021-07-23,22,53.0
2021-07-23,23,46.0
2021-07-24,0,57.0
2021-07-24,1,56.0
2021-07-24,2,55.0
2021-07-24,3,51.0
2021-07-24,8,61.0
2021-07-24,9,71.0
2021-07-24,10,88.0
2021-07-24,11,106.0
2021-07-24,12,103.0
2021-07-24,13,103.0
2021-07-24,14,103.0
2021-07-24,15,103.0
2021-07-24,16,102.0
2021-07-24,17,91.0
2021-07-24,18,88.0
2021-07-24,19,73.0
2021-07-24,20,62.0
2021-07-24,21,60.0
2021-07-24,22,56.0
2021-07-24,23,50.0
2021-07-25,0,63.0
2021-07-25,1,62.0
2021-07-25,6,56.0
2021-07-25,7,64.0
2021-07-25,8,65.0
2021-07-25,9,71.0
2021-07-25,10,88.0
2021-07-25,11,101.0
2021-07-25,12,94.0
2021-07-25,13,94.0
2021-07-25,14,94.0
2021-07-25,15,94.0
2021-07-25,16,94.0
2021-07-25,17,89.0
2021-07-25,18,85.0
2021-07-25,19,71.0
2021-07-25,20,60.0
2021-07-25,21,58.0
2021-07-25,22,54.0
2021-07-25,23,50.0
2021-07-26,0,61.0
2021-07-26,2,50.0
2021-07-26,6,49.0
2021-07-26,7,61.0
2021-07-26,8,63.0
2021-07-26,9,63.0
2021-07-26,10,72.0
2021-07-26,11,75.0
2021-07-26,12,73.0
2021-07-26,13,73.0
2021-07-26,14,72.0
2021-07-26,15,71.0
2021-07-26,16,74.0
2021-07-26,17,77.0
2021-07-26,18,72.0
2021-07-26,19,64.0
2021-07-26,20,55.0
2021-07-26,21,55.0
2021-07-26,22,56.0
2021-07-26,23,49.0
2021-07-27,0,54.0
2021-07-27,6,48.0
2021-07-27,7,62.0
2021-07-27,8,63.0
2021-07-27,9,62.0
2021-07-27,10,71.0
2021-07-27,11,74.0
2021-07-27,12,70.0
2021-07-27,13,70.0
2021-07-27,14,70.0
2021-07-27,15,71.0
2021-07-27,16,75.0
2021-07-27,17,78.0
2021-07-27,18,73.0
2021-07-27,19,65.0
2021-07-27,20,56.0
2021-07-27,21,55.0
2021-07-27,22,55.0
2021-07-28,0,52.0
2021-07-28,2,49.0
2021-07-28,5,47.0
2021-07-28,6,48.0
2021-07-28,7,61.0
2021-07-28,8,60.0
2021-07-28,9,59.0
2021-07-28,10,69.0
2021-07-28,11,75.0
2021-07-28,12,71.0
2021-07-28,13,71.0
2021-07-28,14,71.0
2021-07-28,15,72.0
